Date,edit_count,sentiment,neg_sentiment
2013-09-18,0.0684931506849315,-0.012562423144301322,0.021712328767123288
2013-09-19,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-20,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-21,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-22,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-23,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-24,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-25,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-26,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-27,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-28,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-29,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-09-30,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-01,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-02,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-03,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-04,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-05,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-06,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-07,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-08,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-09,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-10,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-11,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-12,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-13,0.06575342465753424,-0.009826135243455025,0.01897260273972603
2013-10-14,0.052054794520547946,-0.00834822409773526,0.01678082191780822
2013-10-15,0.052054794520547946,-0.00834822409773526,0.01678082191780822
2013-10-16,0.052054794520547946,-0.00834822409773526,0.01678082191780822
2013-10-17,0.052054794520547946,-0.00834822409773526,0.01678082191780822
2013-10-18,0.052054794520547946,-0.00834822409773526,0.01678082191780822
2013-10-19,0.052054794520547946,-0.00834822409773526,0.01678082191780822
2013-10-20,0.052054794520547946,-0.00834822409773526,0.01678082191780822
2013-10-21,0.052054794520547946,-0.00834822409773526,0.01678082191780822
2013-10-22,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-10-23,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-10-24,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-10-25,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-10-26,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-10-27,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-10-28,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-10-29,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-10-30,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-10-31,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-11-01,0.049315068493150684,-0.010397870736579372,0.01678082191780822
2013-11-02,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-03,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-04,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-05,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-06,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-07,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-08,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-09,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-10,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-11,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-12,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-13,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-14,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-15,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-16,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-17,0.0273972602739726,-0.011854071976387338,0.01643835616438356
2013-11-18,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-19,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-20,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-21,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-22,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-23,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-24,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-25,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-26,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-27,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-28,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-29,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-11-30,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-01,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-02,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-03,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-04,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-05,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-06,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-07,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-08,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-09,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-10,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-11,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-12,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-13,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-14,0.030136986301369864,-0.009804425337543226,0.01643835616438356
2013-12-15,0.03561643835616438,-0.010131014944755868,0.01780821917808219
2013-12-16,0.03561643835616438,-0.010131014944755868,0.01780821917808219
2013-12-17,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-18,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-19,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-20,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-21,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-22,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-23,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-24,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-25,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-26,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-27,0.030136986301369864,-0.007396920331536907,0.015068493150684932
2013-12-28,0.0273972602739726,-0.004676248357720571,0.012328767123287671
2013-12-29,0.0273972602739726,-0.004676248357720571,0.012328767123287671
2013-12-30,0.0273972602739726,-0.004676248357720571,0.012328767123287671
2013-12-31,0.0273972602739726,-0.004676248357720571,0.012328767123287671
2014-01-01,0.0273972602739726,-0.004676248357720571,0.012328767123287671
2014-01-02,0.0273972602739726,-0.004676248357720571,0.012328767123287671
2014-01-03,0.0273972602739726,-0.004676248357720571,0.012328767123287671
2014-01-04,0.0273972602739726,-0.004676248357720571,0.012328767123287671
2014-01-05,0.0273972602739726,-0.004676248357720571,0.012328767123287671
2014-01-06,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-07,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-08,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-09,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-10,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-11,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-12,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-13,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-14,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-15,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-16,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-17,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-18,0.030136986301369864,-0.007413354230253664,0.015068493150684932
2014-01-19,0.0273972602739726,-0.004784957268466688,0.012328767123287671
2014-01-20,0.0273972602739726,-0.004784957268466688,0.012328767123287671
2014-01-21,0.0273972602739726,-0.004784957268466688,0.012328767123287671
2014-01-22,0.0273972602739726,-0.004784957268466688,0.012328767123287671
2014-01-23,0.0273972602739726,-0.004784957268466688,0.012328767123287671
